ISIN,DocumentType,EffectiveDate,DownloadDate,DownloadUrl,FilePath,MD5Hash,FileSize
DE000A2PR0E7,Prospectus,01/01/2023,2024-03-13,https://fondswelt.hansainvest.com//uploads/documents/verkaufsprospekt/VKP_Covesto_Patient_Capital_01_01_2023.pdf,../Hansainvest/DE000A2PR0E7/VKP_Covesto_Patient_Capital_01_01_2023.pdf,37432d8f9523a44bfcccdde90b4b858e,1259398
DE000A2PR0E7,Annual report,07/31/2023,2024-03-13,https://fondswelt.hansainvest.com//uploads/documents/jahresbericht/JB_1075_Covesto_Patient_Capital_Bericht_2023-07-31_Layout_PDF.pdf,../Hansainvest/DE000A2PR0E7/JB_1075_Covesto_Patient_Capital_Bericht_2023-07-31_Layout_PDF.pdf,ee4bc1fac8c48620f082aaa50c17acb8,1429578
DE000A2PR0E7,Semi annual report,01/31/2023,2024-03-13,https://fondswelt.hansainvest.com//uploads/documents/halbjahresbericht/Halbjahresbericht_1075_Covesto_Patient_Capital_2023-01-31.pdf,../Hansainvest/DE000A2PR0E7/Halbjahresbericht_1075_Covesto_Patient_Capital_2023-01-31.pdf,8cd6876428daed49b6269f94cab622ac,587920
DE000A2JF8K9,Prospectus,01/01/2023,2024-03-13,https://fondswelt.hansainvest.com//uploads/documents/verkaufsprospekt/VKP_Covesto_Patient_Capital_01_01_2023.pdf,../Hansainvest/DE000A2JF8K9/VKP_Covesto_Patient_Capital_01_01_2023.pdf,37432d8f9523a44bfcccdde90b4b858e,1259398
DE000A2JF8K9,Annual report,07/31/2023,2024-03-13,https://fondswelt.hansainvest.com//uploads/documents/jahresbericht/JB_1075_Covesto_Patient_Capital_Bericht_2023-07-31_Layout_PDF.pdf,../Hansainvest/DE000A2JF8K9/JB_1075_Covesto_Patient_Capital_Bericht_2023-07-31_Layout_PDF.pdf,ee4bc1fac8c48620f082aaa50c17acb8,1429578
DE000A2JF8K9,Semi annual report,01/31/2023,2024-03-13,https://fondswelt.hansainvest.com//uploads/documents/halbjahresbericht/Halbjahresbericht_1075_Covesto_Patient_Capital_2023-01-31.pdf,../Hansainvest/DE000A2JF8K9/Halbjahresbericht_1075_Covesto_Patient_Capital_2023-01-31.pdf,8cd6876428daed49b6269f94cab622ac,587920
DE000A3E3YE3,Prospectus,01/01/2023,2024-03-13,https://fondswelt.hansainvest.com//uploads/documents/verkaufsprospekt/VKP_CvR_Vermoegensstrategie_dynamisch_01_01_2023.pdf,../Hansainvest/DE000A3E3YE3/VKP_CvR_Vermoegensstrategie_dynamisch_01_01_2023.pdf,b6f3fe507dce6f9f3b0bc0bb0738a90f,1031078
DE000A3E3YE3,Semi annual report,05/31/2023,2024-03-13,https://fondswelt.hansainvest.com//uploads/documents/halbjahresbericht/HJB_1964_CvR_Vermoegensstrategie_dynamisch_Bericht_2023-05-31.pdf,../Hansainvest/DE000A3E3YE3/HJB_1964_CvR_Vermoegensstrategie_dynamisch_Bericht_2023-05-31.pdf,aa4e4f8359ed25469030f73a268a4b1d,1324382
DE000A3E3YF0,Prospectus,01/01/2023,2024-03-13,https://fondswelt.hansainvest.com//uploads/documents/verkaufsprospekt/VKP_CvR_Vermoegensstrategie_dynamisch_01_01_2023.pdf,../Hansainvest/DE000A3E3YF0/VKP_CvR_Vermoegensstrategie_dynamisch_01_01_2023.pdf,b6f3fe507dce6f9f3b0bc0bb0738a90f,1031078
DE000A3E3YF0,Semi annual report,05/31/2023,2024-03-13,https://fondswelt.hansainvest.com//uploads/documents/halbjahresbericht/HJB_1964_CvR_Vermoegensstrategie_dynamisch_Bericht_2023-05-31.pdf,../Hansainvest/DE000A3E3YF0/HJB_1964_CvR_Vermoegensstrategie_dynamisch_Bericht_2023-05-31.pdf,aa4e4f8359ed25469030f73a268a4b1d,1324382
DE000A2QJKN3,Prospectus,08/31/2023,2024-03-13,https://fondswelt.hansainvest.com//uploads/documents/verkaufsprospekt/VKP_DuR_Aktien_31_08_2023.pdf,../Hansainvest/DE000A2QJKN3/VKP_DuR_Aktien_31_08_2023.pdf,ae4e8f9d4d2f90df7ab9302d44d49c80,1541963
DE000A2QJKN3,Annual report,05/31/2023,2024-03-13,https://fondswelt.hansainvest.com//uploads/documents/jahresbericht/JB_1872_DR_Aktien_Bericht_2023-05-31_Layout_PDF.pdf,../Hansainvest/DE000A2QJKN3/JB_1872_DR_Aktien_Bericht_2023-05-31_Layout_PDF.pdf,bc3c7c1f346f24952a5132580b462dfc,3384157
DE000A2QJKN3,Semi annual report,11/30/2023,2024-03-13,https://fondswelt.hansainvest.com//uploads/documents/halbjahresbericht/HJB_1872_DR_Aktien_Bericht_2023-11-30_Layout_PDF.pdf,../Hansainvest/DE000A2QJKN3/HJB_1872_DR_Aktien_Bericht_2023-11-30_Layout_PDF.pdf,425e211d772247c8d4e419b96a77f750,1177006
DE000A3E3YS3,Prospectus,08/31/2023,2024-03-13,https://fondswelt.hansainvest.com//uploads/documents/verkaufsprospekt/VKP_DuR_Aktien_31_08_2023.pdf,../Hansainvest/DE000A3E3YS3/VKP_DuR_Aktien_31_08_2023.pdf,ae4e8f9d4d2f90df7ab9302d44d49c80,1541963
DE000A3E3YS3,Annual report,05/31/2023,2024-03-13,https://fondswelt.hansainvest.com//uploads/documents/jahresbericht/JB_1872_DR_Aktien_Bericht_2023-05-31_Layout_PDF.pdf,../Hansainvest/DE000A3E3YS3/JB_1872_DR_Aktien_Bericht_2023-05-31_Layout_PDF.pdf,bc3c7c1f346f24952a5132580b462dfc,3384157
DE000A3E3YS3,Semi annual report,11/30/2023,2024-03-13,https://fondswelt.hansainvest.com//uploads/documents/halbjahresbericht/HJB_1872_DR_Aktien_Bericht_2023-11-30_Layout_PDF.pdf,../Hansainvest/DE000A3E3YS3/HJB_1872_DR_Aktien_Bericht_2023-11-30_Layout_PDF.pdf,425e211d772247c8d4e419b96a77f750,1177006
DE000A3E3YX3,Prospectus,08/31/2023,2024-03-13,https://fondswelt.hansainvest.com//uploads/documents/verkaufsprospekt/VKP_DuR_Aktien_Nachhaltigkeit_31_08_2023.pdf,../Hansainvest/DE000A3E3YX3/VKP_DuR_Aktien_Nachhaltigkeit_31_08_2023.pdf,0886f8268ff0c83c538066e23b4a6d9c,1412045
DE000A3E3YX3,Semi annual report,05/31/2023,2024-03-13,https://fondswelt.hansainvest.com//uploads/documents/halbjahresbericht/HJB_1968_DR_Aktien_Nachhaltigkeit_Bericht_2023-05-31.pdf,../Hansainvest/DE000A3E3YX3/HJB_1968_DR_Aktien_Nachhaltigkeit_Bericht_2023-05-31.pdf,1b2ff23a2052fa270b3a3d9ecd6f9191,920287
DE000A3E3YR5,Prospectus,08/31/2023,2024-03-13,https://fondswelt.hansainvest.com//uploads/documents/verkaufsprospekt/VKP_DuR_Aktien_31_08_2023.pdf,../Hansainvest/DE000A3E3YR5/VKP_DuR_Aktien_31_08_2023.pdf,ae4e8f9d4d2f90df7ab9302d44d49c80,1541963
DE000A3E3YR5,Annual report,05/31/2023,2024-03-13,https://fondswelt.hansainvest.com//uploads/documents/jahresbericht/JB_1872_DR_Aktien_Bericht_2023-05-31_Layout_PDF.pdf,../Hansainvest/DE000A3E3YR5/JB_1872_DR_Aktien_Bericht_2023-05-31_Layout_PDF.pdf,bc3c7c1f346f24952a5132580b462dfc,3384157
DE000A3E3YR5,Semi annual report,11/30/2023,2024-03-13,https://fondswelt.hansainvest.com//uploads/documents/halbjahresbericht/HJB_1872_DR_Aktien_Bericht_2023-11-30_Layout_PDF.pdf,../Hansainvest/DE000A3E3YR5/HJB_1872_DR_Aktien_Bericht_2023-11-30_Layout_PDF.pdf,425e211d772247c8d4e419b96a77f750,1177006
DE000A2JQH63,Prospectus,01/01/2023,2024-03-13,https://fondswelt.hansainvest.com//uploads/documents/verkaufsprospekt/VKP_DuR_Aktien_Strategie_01_01_2023.pdf,../Hansainvest/DE000A2JQH63/VKP_DuR_Aktien_Strategie_01_01_2023.pdf,944576e084d8c411ce3577db1c483a40,1194631
DE000A2JQH63,Annual report,12/31/2022,2024-03-13,https://fondswelt.hansainvest.com//uploads/documents/jahresbericht/JB_1803_DR_Aktien_Strategie_2022-12-31.pdf,../Hansainvest/DE000A2JQH63/JB_1803_DR_Aktien_Strategie_2022-12-31.pdf,4bac42d2bcf468fedd2a300d0c8c8f86,1591402
DE000A2JQH63,Semi annual report,06/30/2023,2024-03-13,https://fondswelt.hansainvest.com//uploads/documents/halbjahresbericht/HJB_1803_DR_Aktien_Strategie_Bericht_2023-06-30.pdf,../Hansainvest/DE000A2JQH63/HJB_1803_DR_Aktien_Strategie_Bericht_2023-06-30.pdf,fb052facaae9ab66c11491330307b7ed,876343
DE000A2P3XT1,Prospectus,08/31/2023,2024-03-13,https://fondswelt.hansainvest.com//uploads/documents/verkaufsprospekt/VKP_DuR_Aktien_31_08_2023.pdf,../Hansainvest/DE000A2P3XT1/VKP_DuR_Aktien_31_08_2023.pdf,ae4e8f9d4d2f90df7ab9302d44d49c80,1541963
DE000A2P3XT1,Annual report,05/31/2023,2024-03-13,https://fondswelt.hansainvest.com//uploads/documents/jahresbericht/JB_1872_DR_Aktien_Bericht_2023-05-31_Layout_PDF.pdf,../Hansainvest/DE000A2P3XT1/JB_1872_DR_Aktien_Bericht_2023-05-31_Layout_PDF.pdf,bc3c7c1f346f24952a5132580b462dfc,3384157
DE000A2P3XT1,Semi annual report,11/30/2023,2024-03-13,https://fondswelt.hansainvest.com//uploads/documents/halbjahresbericht/HJB_1872_DR_Aktien_Bericht_2023-11-30_Layout_PDF.pdf,../Hansainvest/DE000A2P3XT1/HJB_1872_DR_Aktien_Bericht_2023-11-30_Layout_PDF.pdf,425e211d772247c8d4e419b96a77f750,1177006
LU1311335027,Prospectus,04/01/2022,2024-03-13,https://fondswelt.hansainvest.com//uploads/documents/verkaufsprospekt/VKP_DuR_best_of_04_2022.pdf,../Hansainvest/LU1311335027/VKP_DuR_best_of_04_2022.pdf,97f3fc19e616753281b540d578740833,1661842
LU1311335027,Annual report,12/31/2022,2024-03-13,https://fondswelt.hansainvest.com//uploads/documents/jahresbericht/DOCREP-O00006193-00000000-0000-2022-12-31-AR-DE-0000.pdf,../Hansainvest/LU1311335027/DOCREP-O00006193-00000000-0000-2022-12-31-AR-DE-0000.pdf,d778d1cd8d1e854dd267a03b61b30e20,465244
LU1311335027,Semi annual report,06/30/2023,2024-03-13,https://fondswelt.hansainvest.com//uploads/documents/halbjahresbericht/HJB-DR_Best-of_06_2023.pdf,../Hansainvest/LU1311335027/HJB-DR_Best-of_06_2023.pdf,7cdcc4ae8fb172112f699d5121da4895,160475
LU1311333329,Prospectus,04/01/2022,2024-03-13,https://fondswelt.hansainvest.com//uploads/documents/verkaufsprospekt/VKP_DuR_best_of_04_2022.pdf,../Hansainvest/LU1311333329/VKP_DuR_best_of_04_2022.pdf,97f3fc19e616753281b540d578740833,1661842
LU1311333329,Annual report,12/31/2022,2024-03-13,https://fondswelt.hansainvest.com//uploads/documents/jahresbericht/DOCREP-O00006193-00000000-0000-2022-12-31-AR-DE-0000.pdf,../Hansainvest/LU1311333329/DOCREP-O00006193-00000000-0000-2022-12-31-AR-DE-0000.pdf,d778d1cd8d1e854dd267a03b61b30e20,465244
LU1311333329,Semi annual report,06/30/2023,2024-03-13,https://fondswelt.hansainvest.com//uploads/documents/halbjahresbericht/HJB-DR_Best-of_06_2023.pdf,../Hansainvest/LU1311333329/HJB-DR_Best-of_06_2023.pdf,7cdcc4ae8fb172112f699d5121da4895,160475
DE000A0M2H54,Prospectus,01/01/2023,2024-03-13,https://fondswelt.hansainvest.com//uploads/documents/verkaufsprospekt/VKP_DuR_BoT_Classic_01_01_2023.pdf,../Hansainvest/DE000A0M2H54/VKP_DuR_BoT_Classic_01_01_2023.pdf,dab106429ae7b9a5a7bf1dd7afbb74bf,1243770
DE000A0M2H54,Annual report,09/30/2023,2024-03-13,https://fondswelt.hansainvest.com//uploads/documents/jahresbericht/Jahresbericht_4034_DR_Best-of-Two_Classic_Bericht_2023-09-30.pdf,../Hansainvest/DE000A0M2H54/Jahresbericht_4034_DR_Best-of-Two_Classic_Bericht_2023-09-30.pdf,d9e01a65dd3de271cf3a73bcd87a8201,1366435
DE000A0M2H54,Semi annual report,03/31/2023,2024-03-13,https://fondswelt.hansainvest.com//uploads/documents/halbjahresbericht/Halbjahresbericht-4034-DR-Best-of-Two-Classic-Bericht-2023-03-31-Layout-PDF.pdf,../Hansainvest/DE000A0M2H54/Halbjahresbericht-4034-DR-Best-of-Two-Classic-Bericht-2023-03-31-Layout-PDF.pdf,7308a4c9c01bf3160aaf17d80a22f5a1,595217
DE000A1JRQA7,Prospectus,01/01/2023,2024-03-13,https://fondswelt.hansainvest.com//uploads/documents/verkaufsprospekt/VKP_DuR_BoT_Classic_01_01_2023.pdf,../Hansainvest/DE000A1JRQA7/VKP_DuR_BoT_Classic_01_01_2023.pdf,dab106429ae7b9a5a7bf1dd7afbb74bf,1243770
DE000A1JRQA7,Annual report,09/30/2023,2024-03-13,https://fondswelt.hansainvest.com//uploads/documents/jahresbericht/Jahresbericht_4034_DR_Best-of-Two_Classic_Bericht_2023-09-30.pdf,../Hansainvest/DE000A1JRQA7/Jahresbericht_4034_DR_Best-of-Two_Classic_Bericht_2023-09-30.pdf,d9e01a65dd3de271cf3a73bcd87a8201,1366435
DE000A1JRQA7,Semi annual report,03/31/2023,2024-03-13,https://fondswelt.hansainvest.com//uploads/documents/halbjahresbericht/Halbjahresbericht-4034-DR-Best-of-Two-Classic-Bericht-2023-03-31-Layout-PDF.pdf,../Hansainvest/DE000A1JRQA7/Halbjahresbericht-4034-DR-Best-of-Two-Classic-Bericht-2023-03-31-Layout-PDF.pdf,7308a4c9c01bf3160aaf17d80a22f5a1,595217
DE000A2DHT58,Prospectus,08/31/2023,2024-03-13,https://fondswelt.hansainvest.com//uploads/documents/verkaufsprospekt/VKP_DuR_Globalance_Zukunftbeweger_Aktien_31_08_2023.pdf,../Hansainvest/DE000A2DHT58/VKP_DuR_Globalance_Zukunftbeweger_Aktien_31_08_2023.pdf,8fbdf380ca87bef31b35302a3f60a098,1566319
DE000A2DHT58,Annual report,12/31/2022,2024-03-13,https://fondswelt.hansainvest.com//uploads/documents/jahresbericht/JB_1034_DR_Globalance_Zukunftbeweger_Aktien_2022-12-31.pdf,../Hansainvest/DE000A2DHT58/JB_1034_DR_Globalance_Zukunftbeweger_Aktien_2022-12-31.pdf,047a81c2a66a62a8bcb64a3b57e2361f,3457808
DE000A2DHT58,Semi annual report,06/30/2023,2024-03-13,https://fondswelt.hansainvest.com//uploads/documents/halbjahresbericht/HJB_1034_DR_Globalance_Zukunftbeweger_Aktien_Bericht_2023-06-30.pdf,../Hansainvest/DE000A2DHT58/HJB_1034_DR_Globalance_Zukunftbeweger_Aktien_Bericht_2023-06-30.pdf,587bbe98aa695dd339096ac6984ce905,1040464
DE000A2DHT41,Prospectus,08/31/2023,2024-03-13,https://fondswelt.hansainvest.com//uploads/documents/verkaufsprospekt/VKP_DuR_Globalance_Zukunftbeweger_Aktien_31_08_2023.pdf,../Hansainvest/DE000A2DHT41/VKP_DuR_Globalance_Zukunftbeweger_Aktien_31_08_2023.pdf,8fbdf380ca87bef31b35302a3f60a098,1566319
DE000A2DHT41,Annual report,12/31/2022,2024-03-13,https://fondswelt.hansainvest.com//uploads/documents/jahresbericht/JB_1034_DR_Globalance_Zukunftbeweger_Aktien_2022-12-31.pdf,../Hansainvest/DE000A2DHT41/JB_1034_DR_Globalance_Zukunftbeweger_Aktien_2022-12-31.pdf,047a81c2a66a62a8bcb64a3b57e2361f,3457808
DE000A2DHT41,Semi annual report,06/30/2023,2024-03-13,https://fondswelt.hansainvest.com//uploads/documents/halbjahresbericht/HJB_1034_DR_Globalance_Zukunftbeweger_Aktien_Bericht_2023-06-30.pdf,../Hansainvest/DE000A2DHT41/HJB_1034_DR_Globalance_Zukunftbeweger_Aktien_Bericht_2023-06-30.pdf,587bbe98aa695dd339096ac6984ce905,1040464
LU0366013372,Annual report,06/01/2014,2024-03-13,https://fondswelt.hansainvest.com//uploads/documents/jahresbericht/JB-DuR_Invest_06_2014.pdf,../Hansainvest/LU0366013372/JB-DuR_Invest_06_2014.pdf,f0acec611cb6d60c7d6025c3878942e0,548086
LU0366013372,Semi annual report,12/01/2014,2024-03-13,https://fondswelt.hansainvest.com//uploads/documents/halbjahresbericht/HJB-DuR_Invest_12_2014.pdf,../Hansainvest/LU0366013372/HJB-DuR_Invest_12_2014.pdf,d8a68b88001e2b4dac571fff1ba4ed1a,295774
LU0366013455,Annual report,06/01/2014,2024-03-13,https://fondswelt.hansainvest.com//uploads/documents/jahresbericht/JB-DuR_Invest_06_2014.pdf,../Hansainvest/LU0366013455/JB-DuR_Invest_06_2014.pdf,f0acec611cb6d60c7d6025c3878942e0,548086
LU0366013455,Semi annual report,12/01/2014,2024-03-13,https://fondswelt.hansainvest.com//uploads/documents/halbjahresbericht/HJB-DuR_Invest_12_2014.pdf,../Hansainvest/LU0366013455/HJB-DuR_Invest_12_2014.pdf,d8a68b88001e2b4dac571fff1ba4ed1a,295774
LU0366013539,Annual report,06/01/2014,2024-03-13,https://fondswelt.hansainvest.com//uploads/documents/jahresbericht/JB-DuR_Invest_06_2014.pdf,../Hansainvest/LU0366013539/JB-DuR_Invest_06_2014.pdf,f0acec611cb6d60c7d6025c3878942e0,548086
LU0366013539,Semi annual report,12/01/2014,2024-03-13,https://fondswelt.hansainvest.com//uploads/documents/halbjahresbericht/HJB-DuR_Invest_12_2014.pdf,../Hansainvest/LU0366013539/HJB-DuR_Invest_12_2014.pdf,d8a68b88001e2b4dac571fff1ba4ed1a,295774
LU0201084364,Prospectus,02/01/2023,2024-03-13,https://fondswelt.hansainvest.com//uploads/documents/verkaufsprospekt/VKP_DuR_Strategie_02_2023.pdf,../Hansainvest/LU0201084364/VKP_DuR_Strategie_02_2023.pdf,41fa674dd346dd3b6b142bf961d2780c,1081637
LU0201084364,Annual report,10/31/2023,2024-03-13,https://fondswelt.hansainvest.com//uploads/documents/jahresbericht/DOCREP-O00002664-00000000-0000-2023-10-31-AR-DE-0000.pdf,../Hansainvest/LU0201084364/DOCREP-O00002664-00000000-0000-2023-10-31-AR-DE-0000.pdf,fd6aea589841ac2dfe59bc6b90144db0,371860
LU0201084364,Semi annual report,04/30/2023,2024-03-13,https://fondswelt.hansainvest.com//uploads/documents/halbjahresbericht/HJB-DR_Strategie-Select_04_2023.pdf,../Hansainvest/LU0201084364/HJB-DR_Strategie-Select_04_2023.pdf,eb48965ad8fefebc4e7375f88b40f060,122036
LU1463035284,Prospectus,02/01/2023,2024-03-13,https://fondswelt.hansainvest.com//uploads/documents/verkaufsprospekt/VKP_DuR_Strategie_02_2023.pdf,../Hansainvest/LU1463035284/VKP_DuR_Strategie_02_2023.pdf,41fa674dd346dd3b6b142bf961d2780c,1081637
LU1463035284,Annual report,10/31/2023,2024-03-13,https://fondswelt.hansainvest.com//uploads/documents/jahresbericht/DOCREP-O00002664-00000000-0000-2023-10-31-AR-DE-0000.pdf,../Hansainvest/LU1463035284/DOCREP-O00002664-00000000-0000-2023-10-31-AR-DE-0000.pdf,fd6aea589841ac2dfe59bc6b90144db0,371860
LU1463035284,Semi annual report,04/30/2023,2024-03-13,https://fondswelt.hansainvest.com//uploads/documents/halbjahresbericht/HJB-DR_Strategie-Select_04_2023.pdf,../Hansainvest/LU1463035284/HJB-DR_Strategie-Select_04_2023.pdf,eb48965ad8fefebc4e7375f88b40f060,122036
LU0105425887,Prospectus,02/01/2023,2024-03-13,https://fondswelt.hansainvest.com//uploads/documents/verkaufsprospekt/VKP_DuR_Strategie_02_2023.pdf,../Hansainvest/LU0105425887/VKP_DuR_Strategie_02_2023.pdf,41fa674dd346dd3b6b142bf961d2780c,1081637
LU0105425887,Annual report,10/31/2023,2024-03-13,https://fondswelt.hansainvest.com//uploads/documents/jahresbericht/DOCREP-O00002664-00000000-0000-2023-10-31-AR-DE-0000.pdf,../Hansainvest/LU0105425887/DOCREP-O00002664-00000000-0000-2023-10-31-AR-DE-0000.pdf,fd6aea589841ac2dfe59bc6b90144db0,371860
LU0105425887,Semi annual report,04/30/2023,2024-03-13,https://fondswelt.hansainvest.com//uploads/documents/halbjahresbericht/HJB-DR_Strategie-Select_04_2023.pdf,../Hansainvest/LU0105425887/HJB-DR_Strategie-Select_04_2023.pdf,eb48965ad8fefebc4e7375f88b40f060,122036
DE000A1WZ348,Prospectus,01/01/2023,2024-03-13,https://fondswelt.hansainvest.com//uploads/documents/verkaufsprospekt/VKP_DuR_Wachstum_Global_TAA_01_01_2023.pdf,../Hansainvest/DE000A1WZ348/VKP_DuR_Wachstum_Global_TAA_01_01_2023.pdf,01e065f1cddef25dabb7b0d63c4d518b,1270883
DE000A1WZ348,Annual report,09/30/2023,2024-03-13,https://fondswelt.hansainvest.com//uploads/documents/jahresbericht/Jahresbericht_6121_DR_Wachstum_Global_TAA_Bericht_2023-09-30.pdf,../Hansainvest/DE000A1WZ348/Jahresbericht_6121_DR_Wachstum_Global_TAA_Bericht_2023-09-30.pdf,b43b236a4cc6a987de561090a41257bf,1630178
DE000A1WZ348,Semi annual report,03/31/2023,2024-03-13,https://fondswelt.hansainvest.com//uploads/documents/halbjahresbericht/Halbjahresbericht-6121-DR-Wachstum-Global-TAA-Bericht-2023-03-31-Layout-PDF.pdf,../Hansainvest/DE000A1WZ348/Halbjahresbericht-6121-DR-Wachstum-Global-TAA-Bericht-2023-03-31-Layout-PDF.pdf,b5e397e43bac80dfeebf70bd8ec71502,759602
DE000A1WZ330,Prospectus,01/01/2023,2024-03-13,https://fondswelt.hansainvest.com//uploads/documents/verkaufsprospekt/VKP_DuR_Wachstum_Global_TAA_01_01_2023.pdf,../Hansainvest/DE000A1WZ330/VKP_DuR_Wachstum_Global_TAA_01_01_2023.pdf,01e065f1cddef25dabb7b0d63c4d518b,1270883
DE000A1WZ330,Annual report,09/30/2023,2024-03-13,https://fondswelt.hansainvest.com//uploads/documents/jahresbericht/Jahresbericht_6121_DR_Wachstum_Global_TAA_Bericht_2023-09-30.pdf,../Hansainvest/DE000A1WZ330/Jahresbericht_6121_DR_Wachstum_Global_TAA_Bericht_2023-09-30.pdf,b43b236a4cc6a987de561090a41257bf,1630178
DE000A1WZ330,Semi annual report,03/31/2023,2024-03-13,https://fondswelt.hansainvest.com//uploads/documents/halbjahresbericht/Halbjahresbericht-6121-DR-Wachstum-Global-TAA-Bericht-2023-03-31-Layout-PDF.pdf,../Hansainvest/DE000A1WZ330/Halbjahresbericht-6121-DR-Wachstum-Global-TAA-Bericht-2023-03-31-Layout-PDF.pdf,b5e397e43bac80dfeebf70bd8ec71502,759602
DE000A14P873,Prospectus,01/01/2023,2024-03-13,https://fondswelt.hansainvest.com//uploads/documents/verkaufsprospekt/VKP_DuR_Wachstum_Global_TAA_01_01_2023.pdf,../Hansainvest/DE000A14P873/VKP_DuR_Wachstum_Global_TAA_01_01_2023.pdf,01e065f1cddef25dabb7b0d63c4d518b,1270883
DE000A14P873,Annual report,09/30/2023,2024-03-13,https://fondswelt.hansainvest.com//uploads/documents/jahresbericht/Jahresbericht_6121_DR_Wachstum_Global_TAA_Bericht_2023-09-30.pdf,../Hansainvest/DE000A14P873/Jahresbericht_6121_DR_Wachstum_Global_TAA_Bericht_2023-09-30.pdf,b43b236a4cc6a987de561090a41257bf,1630178
DE000A14P873,Semi annual report,03/31/2023,2024-03-13,https://fondswelt.hansainvest.com//uploads/documents/halbjahresbericht/Halbjahresbericht-6121-DR-Wachstum-Global-TAA-Bericht-2023-03-31-Layout-PDF.pdf,../Hansainvest/DE000A14P873/Halbjahresbericht-6121-DR-Wachstum-Global-TAA-Bericht-2023-03-31-Layout-PDF.pdf,b5e397e43bac80dfeebf70bd8ec71502,759602
DE000A14UWS0,Prospectus,01/01/2023,2024-03-13,https://fondswelt.hansainvest.com//uploads/documents/verkaufsprospekt/VKP_DuR_Wachstum_Global_TAA_01_01_2023.pdf,../Hansainvest/DE000A14UWS0/VKP_DuR_Wachstum_Global_TAA_01_01_2023.pdf,01e065f1cddef25dabb7b0d63c4d518b,1270883
DE000A14UWS0,Annual report,09/30/2023,2024-03-13,https://fondswelt.hansainvest.com//uploads/documents/jahresbericht/Jahresbericht_6121_DR_Wachstum_Global_TAA_Bericht_2023-09-30.pdf,../Hansainvest/DE000A14UWS0/Jahresbericht_6121_DR_Wachstum_Global_TAA_Bericht_2023-09-30.pdf,b43b236a4cc6a987de561090a41257bf,1630178
DE000A14UWS0,Semi annual report,03/31/2023,2024-03-13,https://fondswelt.hansainvest.com//uploads/documents/halbjahresbericht/Halbjahresbericht-6121-DR-Wachstum-Global-TAA-Bericht-2023-03-31-Layout-PDF.pdf,../Hansainvest/DE000A14UWS0/Halbjahresbericht-6121-DR-Wachstum-Global-TAA-Bericht-2023-03-31-Layout-PDF.pdf,b5e397e43bac80dfeebf70bd8ec71502,759602
DE000A2JQH71,Prospectus,01/01/2023,2024-03-13,https://fondswelt.hansainvest.com//uploads/documents/verkaufsprospekt/VKP_DuR_Zins_Strategie_01_01_2023.pdf,../Hansainvest/DE000A2JQH71/VKP_DuR_Zins_Strategie_01_01_2023.pdf,8d0d8f78b67792099e04548a4e0722c0,1187877
DE000A2JQH71,Annual report,12/31/2022,2024-03-13,https://fondswelt.hansainvest.com//uploads/documents/jahresbericht/JB_1804_DR_Zins_Strategie_2022-12-31.pdf,../Hansainvest/DE000A2JQH71/JB_1804_DR_Zins_Strategie_2022-12-31.pdf,ef5c795779130224ecd002dfb161c894,1715517
DE000A2JQH71,Semi annual report,06/30/2023,2024-03-13,https://fondswelt.hansainvest.com//uploads/documents/halbjahresbericht/HJB_1804_DR_Zins_Strategie_Bericht_2023-06-30.pdf,../Hansainvest/DE000A2JQH71/HJB_1804_DR_Zins_Strategie_Bericht_2023-06-30.pdf,385c533905419c6b97ec5fc2a05497d0,1037449
DE000A2QJKM5,Prospectus,08/31/2023,2024-03-13,https://fondswelt.hansainvest.com//uploads/documents/verkaufsprospekt/VKP_DuR_Zinsen_31_08_2023.pdf,../Hansainvest/DE000A2QJKM5/VKP_DuR_Zinsen_31_08_2023.pdf,1e43d477fb7e11aea07c3ee840b1a8e6,1705609
DE000A2QJKM5,Annual report,10/31/2023,2024-03-13,https://fondswelt.hansainvest.com//uploads/documents/jahresbericht/JB_1889_DR_Zinsen_2023-10-31.pdf,../Hansainvest/DE000A2QJKM5/JB_1889_DR_Zinsen_2023-10-31.pdf,1ca659a46ca6a9be82651aecd5243486,3496461
DE000A2QJKM5,Semi annual report,04/30/2023,2024-03-13,https://fondswelt.hansainvest.com//uploads/documents/halbjahresbericht/HJB_1889_DR_Zinsen_2023-04-30.pdf,../Hansainvest/DE000A2QJKM5/HJB_1889_DR_Zinsen_2023-04-30.pdf,2b34afa6b83078c7935f8ea520682be7,1644592
DE000A3E3YU9,Prospectus,08/31/2023,2024-03-13,https://fondswelt.hansainvest.com//uploads/documents/verkaufsprospekt/VKP_DuR_Zinsen_31_08_2023.pdf,../Hansainvest/DE000A3E3YU9/VKP_DuR_Zinsen_31_08_2023.pdf,1e43d477fb7e11aea07c3ee840b1a8e6,1705609
DE000A3E3YU9,Annual report,10/31/2023,2024-03-13,https://fondswelt.hansainvest.com//uploads/documents/jahresbericht/JB_1889_DR_Zinsen_2023-10-31.pdf,../Hansainvest/DE000A3E3YU9/JB_1889_DR_Zinsen_2023-10-31.pdf,1ca659a46ca6a9be82651aecd5243486,3496461
